类别 	产品小类 	性质、用途、功效 	适用农作物 												
实际控制人 或主要股东： 	实际控制人为徐冠巨 														
与公司合作起始年份： 	2012年 														
合作历史及背景： 	见“浙江新安化工集团股份有限公司” 														
															
企业名称： 	宁夏新安科技有限公司 														
统一社会信用代码： 	916402217882237510 														
成立日期： 	2006 年 9 月 22 日 														
类型： 	有限责任公司 														
住所： 	石嘴山市生态经济开发区 														
注册资本： 	5,349.73万元人民币 														
经营范围： 	多菌灵、敌草隆、草甘膦、甲基硫菌灵、噻嗪酮、异丙隆、烷基乙烯酮二聚体（AKD）、 CR-39、甘氨酸、吡虫啉、噁草酮、氰胺基甲酸甲酯生产、销售；外贸出口业务（无进口商品分销业务）；盐酸销售；污水环保处理业务。（以上项目涉及许可证的按照许														
															
可证核准范围经营） 															
浙江新安化工集团股份有限公司持股 75%，苏州遍净植保科技有限公司持股 21%，浙江乐吉化工股份有限公司持股 4% 															
实际控制人为徐冠巨 															
2012年 															
见“浙江新安化工集团股份有限公司” 															
															
股权结构： 															
实际控制人 或主要股东： 															
与公司合作起始年份： 															
合作历史及背景： 															
															
企业名称： 	南通江山农药化工股份有限公司 														
统一社会信用代码： 	91320600138299113X 														
成立日期： 	1990 年 10 月 18 日 														
类型： 	股份有限公司(上市) 														
住所： 	南通市经济技术开发区江山路998号 														
注册资本： 	29,700万元人民币 														
经营范围： 	化学农药、有机化学品、无机化学品、高分子聚合物、纳米材料、耐火绝热产品制造、加工、销售（国家有专项规定的办理审批手续后经营）。经营本企业自产产品及相关技术的出口业务；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务；经营本企业的进料加工和“三来一补”业务。化学技术咨询服务。工业盐的零售。在港区内从事货物装卸、仓储经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动） 														
股权结构： 	南通江山农药化工股份有限公司系上市公司，股票代码：600389，截至 2017 年 9 月 30 日，第一大股东中化国际（控股）股份有限公司持股 29.19% 														
实际控制人 或主要股东： 	无实际控制人 														
与公司合作起始年份： 	2014年 														
合作历史及背景： 	江山股份为国内主要的草甘膦生产企业，相关产品价格具有一定的竞争力，产品价格在特定时间段也较有竞争力，公司于 2014年与其建立合作关系并采购草甘膦等原药。 														
															
企业名称： 	浙江金帆达生化股份有限公司 														
统一社会信用代码： 	91330100720049101M 														
成立日期： 	1999 年 12 月 30 日 														
类型： 	股份有限公司(台港澳与境内合资、未上市) 														
住所： 	浙江省杭州市桐庐县横村镇 														
注册资本： 	9,000万元人民币 														
经营范围： 	加工：草甘膦可溶粉（粒）剂、草甘膦水剂；生产：草甘膦原药、氯甲烷、甲缩醛、亚磷酸二甲酯;盐酸、硫酸、塑料瓶、塑料桶、塑料罐；销售本公司生产的产品及其它同类塑料产品的批发及进出口业务（法律、行政法规禁止经营的项目除外，法律、行政法规限制经营的项目取得许可后方可经营）（涉及国家规定实施准入特别管理措施的除外）。 														
股权结构： 	浙江奥鑫控股集团有限公司持股 55%，钜泰国际企业有限公司持股 25%，浙江泰诚电子有限公司持股 10%，桐庐利达投资有限公司持股 10% 														
实际控制人 或主要股东： 	实际控制人为张银娟、孔鑫明、孔作帆 														
与公司合作起始年份： 	2014年 														
合作历史及背景： 	浙江金帆达生化股份有限公司主要生产草甘膦原药和各种草甘膦制剂产品，是国内草甘膦原药和制剂产品主要供应商之一，是全国农药行业销售百强企业，根据生产及销售需要，2014 年起，公司与该供应商及其关联方建立草甘膦原药的采购合作。 														
															
企业名称： 	浙江金帆达进出口贸易有限公司 														
统一社会信用代码： 	913301225551643597 														
成立日期： 	2010 年 5 月 19 日 														
类型： 	有限责任公司 														
住所： 	桐庐县县城商务区迎春南路201-249号新青年广场B座2501室 														
注册资本： 	5,000万元人民币 														
经营范围： 	无储存批发：甲缩醛、亚磷酸二甲脂、氨水、6.1 类有毒农药（不含剧毒品）、氨[液化的，含氨>50%]、氯甲烷、丙酮、四氢呋喃、2-氨基丙烷、甲苯、甲醇、乙醇[无水]、吡啶、乙酸乙酯、乙酸正丁酯、三乙胺、二甲基二氯硅烷、三甲基氯硅烷、多聚甲醛、氯乙酸乙酯、二苯甲烷-4，4ˊ-二异氰酸酯、发烟硫酸、硫酸、盐酸、亚磷酸、氯乙酰氯、氢氧化钠、氢氧化钠溶液、乙酸[含量>80%]、黄磷、三氯化磷。货物进出口（法律、行政法规禁止经营项目除外，法律、行政法规限制经营的项目取得许可后方可经营）；销售：化工原料（除危险化学品和易制毒化学品）。 														
股权结构： 	江西金龙化工有限公司持股 100% 														
实际控制人 或主要股东： 	实际控制人为张银娟、孔鑫明、孔作帆 														
与公司合作起始年份： 	2014年 														
合作历史及背景： 	见“浙江金帆达生化股份有限公司” 														
企业名称： 	江西金龙化工有限公司 														
统一社会信用代码： 	91360281672418100M 														
成立日期： 	2008 年 3 月 21 日 														
类型： 	有限责任公司 														
住所： 	江西省乐平市乐平塔山工业园 														
注册资本： 	12,000万元人民币 														
经营范围： 	草甘膦原药、草甘膦水剂、亚磷酸二甲酯、甲缩醛、氯甲烷、盐酸、硫酸、亚磷酸、磷酸氢二钠生产、销售；草甘膦原药、草甘膦水剂、亚磷酸出口销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动） 														
